Pressure_psia,Temperature_F,Gas_SG,CO2_fraction,N2_fraction,Viscosity_cp
8702.3,368.3,0.9672,0.0,1.0,0.034635
8702.3,404.3,0.9672,0.0,1.0,0.034775
8702.3,440.3,0.9672,0.0,1.0,0.034969
8702.3,476.3,0.9672,0.0,1.0,0.035206
8702.3,512.3,0.9672,0.0,1.0,0.035478
8702.3,548.3,0.9672,0.0,1.0,0.03578
8702.3,584.3,0.9672,0.0,1.0,0.036104
8702.3,620.3,0.9672,0.0,1.0,0.036449
8702.3,656.3,0.9672,0.0,1.0,0.03681
8702.3,692.3,0.9672,0.0,1.0,0.037185
8702.3,728.3,0.9672,0.0,1.0,0.037572
8702.3,764.3,0.9672,0.0,1.0,0.037969
8702.3,800.3,0.9672,0.0,1.0,0.038373
9427.5,80.3,0.9672,0.0,1.0,0.040082
9427.5,116.3,0.9672,0.0,1.0,0.038635
9427.5,152.3,0.9672,0.0,1.0,0.037565
9427.5,188.3,0.9672,0.0,1.0,0.036792
9427.5,224.3,0.9672,0.0,1.0,0.036254
9427.5,260.3,0.9672,0.0,1.0,0.035901
9427.5,296.3,0.9672,0.0,1.0,0.035695
9427.5,332.3,0.9672,0.0,1.0,0.035607
9427.5,368.3,0.9672,0.0,1.0,0.035612
9427.5,404.3,0.9672,0.0,1.0,0.035692
9427.5,440.3,0.9672,0.0,1.0,0.035833
9427.5,476.3,0.9672,0.0,1.0,0.036023
9427.5,512.3,0.9672,0.0,1.0,0.036254
9427.5,548.3,0.9672,0.0,1.0,0.036518
9427.5,584.3,0.9672,0.0,1.0,0.036809
9427.5,620.3,0.9672,0.0,1.0,0.037124
9427.5,656.3,0.9672,0.0,1.0,0.037457
9427.5,692.3,0.9672,0.0,1.0,0.037807
9427.5,728.3,0.9672,0.0,1.0,0.03817
9427.5,764.3,0.9672,0.0,1.0,0.038545
9427.5,800.3,0.9672,0.0,1.0,0.038929
10152.7,80.3,0.9672,0.0,1.0,0.041907
10152.7,116.3,0.9672,0.0,1.0,0.040317
10152.7,152.3,0.9672,0.0,1.0,0.039115
10152.7,188.3,0.9672,0.0,1.0,0.038221
10152.7,224.3,0.9672,0.0,1.0,0.037572
10152.7,260.3,0.9672,0.0,1.0,0.037121
10152.7,296.3,0.9672,0.0,1.0,0.036827
10152.7,332.3,0.9672,0.0,1.0,0.03666
10152.7,368.3,0.9672,0.0,1.0,0.036597
10152.7,404.3,0.9672,0.0,1.0,0.036616
10152.7,440.3,0.9672,0.0,1.0,0.036703
10152.7,476.3,0.9672,0.0,1.0,0.036846
10152.7,512.3,0.9672,0.0,1.0,0.037034
10152.7,548.3,0.9672,0.0,1.0,0.03726
10152.7,584.3,0.9672,0.0,1.0,0.037517
10152.7,620.3,0.9672,0.0,1.0,0.037801
10152.7,656.3,0.9672,0.0,1.0,0.038106
10152.7,692.3,0.9672,0.0,1.0,0.03843
10152.7,728.3,0.9672,0.0,1.0,0.03877
10152.7,764.3,0.9672,0.0,1.0,0.039123
10152.7,800.3,0.9672,0.0,1.0,0.039487
10877.9,80.3,0.9672,0.0,1.0,0.043699
10877.9,116.3,0.9672,0.0,1.0,0.041977
10877.9,152.3,0.9672,0.0,1.0,0.040651
10877.9,188.3,0.9672,0.0,1.0,0.039643
10877.9,224.3,0.9672,0.0,1.0,0.038891
10877.9,260.3,0.9672,0.0,1.0,0.038344
10877.9,296.3,0.9672,0.0,1.0,0.037965
10877.9,332.3,0.9672,0.0,1.0,0.037722
10877.9,368.3,0.9672,0.0,1.0,0.037589
10877.9,404.3,0.9672,0.0,1.0,0.037548
10877.9,440.3,0.9672,0.0,1.0,0.037581
10877.9,476.3,0.9672,0.0,1.0,0.037675
10877.9,512.3,0.9672,0.0,1.0,0.03782
10877.9,548.3,0.9672,0.0,1.0,0.038007
10877.9,584.3,0.9672,0.0,1.0,0.038229
10877.9,620.3,0.9672,0.0,1.0,0.038481
10877.9,656.3,0.9672,0.0,1.0,0.038758
10877.9,692.3,0.9672,0.0,1.0,0.039056
10877.9,728.3,0.9672,0.0,1.0,0.039371
10877.9,764.3,0.9672,0.0,1.0,0.039702
10877.9,800.3,0.9672,0.0,1.0,0.040046
11603.0,80.3,0.9672,0.0,1.0,0.04546
11603.0,116.3,0.9672,0.0,1.0,0.043613
11603.0,152.3,0.9672,0.0,1.0,0.042172
11603.0,188.3,0.9672,0.0,1.0,0.041057
11603.0,224.3,0.9672,0.0,1.0,0.040206
11603.0,260.3,0.9672,0.0,1.0,0.039569
11603.0,296.3,0.9672,0.0,1.0,0.039107
11603.0,332.3,0.9672,0.0,1.0,0.038789
11603.0,368.3,0.9672,0.0,1.0,0.038589
11603.0,404.3,0.9672,0.0,1.0,0.038486
11603.0,440.3,0.9672,0.0,1.0,0.038465
11603.0,476.3,0.9672,0.0,1.0,0.03851
11603.0,512.3,0.9672,0.0,1.0,0.038611
11603.0,548.3,0.9672,0.0,1.0,0.038759
11603.0,584.3,0.9672,0.0,1.0,0.038946
11603.0,620.3,0.9672,0.0,1.0,0.039165
11603.0,656.3,0.9672,0.0,1.0,0.039413
11603.0,692.3,0.9672,0.0,1.0,0.039684
11603.0,728.3,0.9672,0.0,1.0,0.039975
11603.0,764.3,0.9672,0.0,1.0,0.040284
11603.0,800.3,0.9672,0.0,1.0,0.040607
12328.2,80.3,0.9672,0.0,1.0,0.047192
12328.2,116.3,0.9672,0.0,1.0,0.045225
12328.2,152.3,0.9672,0.0,1.0,0.043676
12328.2,188.3,0.9672,0.0,1.0,0.04246
12328.2,224.3,0.9672,0.0,1.0,0.041515
12328.2,260.3,0.9672,0.0,1.0,0.040791
12328.2,296.3,0.9672,0.0,1.0,0.04025
12328.2,332.3,0.9672,0.0,1.0,0.039859
12328.2,368.3,0.9672,0.0,1.0,0.039593
12328.2,404.3,0.9672,0.0,1.0,0.039431
12328.2,440.3,0.9672,0.0,1.0,0.039355
12328.2,476.3,0.9672,0.0,1.0,0.039352
12328.2,512.3,0.9672,0.0,1.0,0.039408
12328.2,548.3,0.9672,0.0,1.0,0.039516
12328.2,584.3,0.9672,0.0,1.0,0.039667
12328.2,620.3,0.9672,0.0,1.0,0.039854
12328.2,656.3,0.9672,0.0,1.0,0.040071
12328.2,692.3,0.9672,0.0,1.0,0.040315
12328.2,728.3,0.9672,0.0,1.0,0.040582
12328.2,764.3,0.9672,0.0,1.0,0.040867
12328.2,800.3,0.9672,0.0,1.0,0.041169
13053.4,80.3,0.9672,0.0,1.0,0.048897
13053.4,116.3,0.9672,0.0,1.0,0.046816
13053.4,152.3,0.9672,0.0,1.0,0.045162
13053.4,188.3,0.9672,0.0,1.0,0.04385
13053.4,224.3,0.9672,0.0,1.0,0.042816
13053.4,260.3,0.9672,0.0,1.0,0.04201
13053.4,296.3,0.9672,0.0,1.0,0.041393
13053.4,332.3,0.9672,0.0,1.0,0.040932
13053.4,368.3,0.9672,0.0,1.0,0.040602
13053.4,404.3,0.9672,0.0,1.0,0.040381
13053.4,440.3,0.9672,0.0,1.0,0.040251
13053.4,476.3,0.9672,0.0,1.0,0.040199
13053.4,512.3,0.9672,0.0,1.0,0.040211
13053.4,548.3,0.9672,0.0,1.0,0.040279
13053.4,584.3,0.9672,0.0,1.0,0.040393
13053.4,620.3,0.9672,0.0,1.0,0.040547
13053.4,656.3,0.9672,0.0,1.0,0.040734
13053.4,692.3,0.9672,0.0,1.0,0.04095
13053.4,728.3,0.9672,0.0,1.0,0.041191
13053.4,764.3,0.9672,0.0,1.0,0.041454
13053.4,800.3,0.9672,0.0,1.0,0.041734
13778.6,80.3,0.9672,0.0,1.0,0.050578
13778.6,116.3,0.9672,0.0,1.0,0.048385
13778.6,152.3,0.9672,0.0,1.0,0.046631
13778.6,188.3,0.9672,0.0,1.0,0.045227
13778.6,224.3,0.9672,0.0,1.0,0.044108
13778.6,260.3,0.9672,0.0,1.0,0.043224
13778.6,296.3,0.9672,0.0,1.0,0.042533
13778.6,332.3,0.9672,0.0,1.0,0.042005
13778.6,368.3,0.9672,0.0,1.0,0.041612
13778.6,404.3,0.9672,0.0,1.0,0.041334
13778.6,440.3,0.9672,0.0,1.0,0.041152
13778.6,476.3,0.9672,0.0,1.0,0.041051
13778.6,512.3,0.9672,0.0,1.0,0.041019
13778.6,548.3,0.9672,0.0,1.0,0.041047
13778.6,584.3,0.9672,0.0,1.0,0.041124
13778.6,620.3,0.9672,0.0,1.0,0.041244
13778.6,656.3,0.9672,0.0,1.0,0.041401
13778.6,692.3,0.9672,0.0,1.0,0.041589
13778.6,728.3,0.9672,0.0,1.0,0.041805
13778.6,764.3,0.9672,0.0,1.0,0.042043
13778.6,800.3,0.9672,0.0,1.0,0.042302
14503.8,80.3,0.9672,0.0,1.0,0.052238
14503.8,116.3,0.9672,0.0,1.0,0.049936
14503.8,152.3,0.9672,0.0,1.0,0.048083
14503.8,188.3,0.9672,0.0,1.0,0.046591
14503.8,224.3,0.9672,0.0,1.0,0.04539
14503.8,260.3,0.9672,0.0,1.0,0.04443
14503.8,296.3,0.9672,0.0,1.0,0.04367
14503.8,332.3,0.9672,0.0,1.0,0.043076
14503.8,368.3,0.9672,0.0,1.0,0.042623
14503.8,404.3,0.9672,0.0,1.0,0.042289
14503.8,440.3,0.9672,0.0,1.0,0.042055
14503.8,476.3,0.9672,0.0,1.0,0.041907
14503.8,512.3,0.9672,0.0,1.0,0.041832
14503.8,548.3,0.9672,0.0,1.0,0.041819
14503.8,584.3,0.9672,0.0,1.0,0.04186
14503.8,620.3,0.9672,0.0,1.0,0.041946
14503.8,656.3,0.9672,0.0,1.0,0.042072
14503.8,692.3,0.9672,0.0,1.0,0.042232
14503.8,728.3,0.9672,0.0,1.0,0.042421
14503.8,764.3,0.9672,0.0,1.0,0.042636
14503.8,800.3,0.9672,0.0,1.0,0.042873
15954.2,80.3,0.9672,0.0,1.0,0.055508
15954.2,116.3,0.9672,0.0,1.0,0.052988
15954.2,152.3,0.9672,0.0,1.0,0.050944
15954.2,188.3,0.9672,0.0,1.0,0.04928
15954.2,224.3,0.9672,0.0,1.0,0.047924
15954.2,260.3,0.9672,0.0,1.0,0.046821
15954.2,296.3,0.9672,0.0,1.0,0.045928
15954.2,332.3,0.9672,0.0,1.0,0.045211
15954.2,368.3,0.9672,0.0,1.0,0.044643
15954.2,404.3,0.9672,0.0,1.0,0.044202
15954.2,440.3,0.9672,0.0,1.0,0.043869
15954.2,476.3,0.9672,0.0,1.0,0.043629
15954.2,512.3,0.9672,0.0,1.0,0.043469
15954.2,548.3,0.9672,0.0,1.0,0.043377
15954.2,584.3,0.9672,0.0,1.0,0.043345
15954.2,620.3,0.9672,0.0,1.0,0.043364
15954.2,656.3,0.9672,0.0,1.0,0.043428
15954.2,692.3,0.9672,0.0,1.0,0.043531
15954.2,728.3,0.9672,0.0,1.0,0.043667
15954.2,764.3,0.9672,0.0,1.0,0.043833
15954.2,800.3,0.9672,0.0,1.0,0.044025
17404.6,80.3,0.9672,0.0,1.0,0.058725
17404.6,116.3,0.9672,0.0,1.0,0.055989
17404.6,152.3,0.9672,0.0,1.0,0.053756
17404.6,188.3,0.9672,0.0,1.0,0.051926
17404.6,224.3,0.9672,0.0,1.0,0.05042
17404.6,260.3,0.9672,0.0,1.0,0.04918
17404.6,296.3,0.9672,0.0,1.0,0.048162
17404.6,332.3,0.9672,0.0,1.0,0.047329
17404.6,368.3,0.9672,0.0,1.0,0.046653
17404.6,404.3,0.9672,0.0,1.0,0.046112
17404.6,440.3,0.9672,0.0,1.0,0.045685
17404.6,476.3,0.9672,0.0,1.0,0.045357
17404.6,512.3,0.9672,0.0,1.0,0.045115
17404.6,548.3,0.9672,0.0,1.0,0.044947
17404.6,584.3,0.9672,0.0,1.0,0.044844
17404.6,620.3,0.9672,0.0,1.0,0.044797
17404.6,656.3,0.9672,0.0,1.0,0.044799
17404.6,692.3,0.9672,0.0,1.0,0.044844
17404.6,728.3,0.9672,0.0,1.0,0.044928
17404.6,764.3,0.9672,0.0,1.0,0.045044
17404.6,800.3,0.9672,0.0,1.0,0.04519
18854.9,80.3,0.9672,0.0,1.0,0.061907
18854.9,116.3,0.9672,0.0,1.0,0.058952
18854.9,152.3,0.9672,0.0,1.0,0.056531
18854.9,188.3,0.9672,0.0,1.0,0.054535
18854.9,224.3,0.9672,0.0,1.0,0.052882
18854.9,260.3,0.9672,0.0,1.0,0.05151
18854.9,296.3,0.9672,0.0,1.0,0.050372
18854.9,332.3,0.9672,0.0,1.0,0.049428
18854.9,368.3,0.9672,0.0,1.0,0.04865
18854.9,404.3,0.9672,0.0,1.0,0.048013
18854.9,440.3,0.9672,0.0,1.0,0.047497
18854.9,476.3,0.9672,0.0,1.0,0.047085
18854.9,512.3,0.9672,0.0,1.0,0.046765
18854.9,548.3,0.9672,0.0,1.0,0.046524
18854.9,584.3,0.9672,0.0,1.0,0.046352
18854.9,620.3,0.9672,0.0,1.0,0.04624
18854.9,656.3,0.9672,0.0,1.0,0.046182
18854.9,692.3,0.9672,0.0,1.0,0.046171
18854.9,728.3,0.9672,0.0,1.0,0.046202
18854.9,764.3,0.9672,0.0,1.0,0.04627
18854.9,800.3,0.9672,0.0,1.0,0.046369
20305.3,80.3,0.9672,0.0,1.0,0.065066
20305.3,116.3,0.9672,0.0,1.0,0.06189
20305.3,152.3,0.9672,0.0,1.0,0.059279
20305.3,188.3,0.9672,0.0,1.0,0.057117
20305.3,224.3,0.9672,0.0,1.0,0.055318
20305.3,260.3,0.9672,0.0,1.0,0.053816
20305.3,296.3,0.9672,0.0,1.0,0.05256
20305.3,332.3,0.9672,0.0,1.0,0.051509
20305.3,368.3,0.9672,0.0,1.0,0.050632
20305.3,404.3,0.9672,0.0,1.0,0.049903
20305.3,440.3,0.9672,0.0,1.0,0.049301
20305.3,476.3,0.9672,0.0,1.0,0.04881
20305.3,512.3,0.9672,0.0,1.0,0.048415
20305.3,548.3,0.9672,0.0,1.0,0.048103
20305.3,584.3,0.9672,0.0,1.0,0.047865
20305.3,620.3,0.9672,0.0,1.0,0.047691
20305.3,656.3,0.9672,0.0,1.0,0.047575
20305.3,692.3,0.9672,0.0,1.0,0.047509
20305.3,728.3,0.9672,0.0,1.0,0.047488
20305.3,764.3,0.9672,0.0,1.0,0.047506
20305.3,800.3,0.9672,0.0,1.0,0.047561
21755.7,80.3,0.9672,0.0,1.0,0.068213
21755.7,116.3,0.9672,0.0,1.0,0.064813
21755.7,152.3,0.9672,0.0,1.0,0.06201
21755.7,188.3,0.9672,0.0,1.0,0.059681
21755.7,224.3,0.9672,0.0,1.0,0.057735
21755.7,260.3,0.9672,0.0,1.0,0.056102
21755.7,296.3,0.9672,0.0,1.0,0.054729
21755.7,332.3,0.9672,0.0,1.0,0.053572
21755.7,368.3,0.9672,0.0,1.0,0.052599
21755.7,404.3,0.9672,0.0,1.0,0.051781
21755.7,440.3,0.9672,0.0,1.0,0.051097
21755.7,476.3,0.9672,0.0,1.0,0.050529
21755.7,512.3,0.9672,0.0,1.0,0.050061
21755.7,548.3,0.9672,0.0,1.0,0.049682
21755.7,584.3,0.9672,0.0,1.0,0.04938
21755.7,620.3,0.9672,0.0,1.0,0.049146
21755.7,656.3,0.9672,0.0,1.0,0.048973
21755.7,692.3,0.9672,0.0,1.0,0.048853
21755.7,728.3,0.9672,0.0,1.0,0.048782
21755.7,764.3,0.9672,0.0,1.0,0.048753
21755.7,800.3,0.9672,0.0,1.0,0.048762
23206.1,80.3,0.9672,0.0,1.0,0.071356
23206.1,116.3,0.9672,0.0,1.0,0.067729
23206.1,152.3,0.9672,0.0,1.0,0.064731
23206.1,188.3,0.9672,0.0,1.0,0.062232
23206.1,224.3,0.9672,0.0,1.0,0.060138
23206.1,260.3,0.9672,0.0,1.0,0.058375
23206.1,296.3,0.9672,0.0,1.0,0.056885
23206.1,332.3,0.9672,0.0,1.0,0.055623
23206.1,368.3,0.9672,0.0,1.0,0.054554
23206.1,404.3,0.9672,0.0,1.0,0.053648
23206.1,440.3,0.9672,0.0,1.0,0.052883
23206.1,476.3,0.9672,0.0,1.0,0.05224
23206.1,512.3,0.9672,0.0,1.0,0.051703
23206.1,548.3,0.9672,0.0,1.0,0.051258
23206.1,584.3,0.9672,0.0,1.0,0.050894
23206.1,620.3,0.9672,0.0,1.0,0.050602
23206.1,656.3,0.9672,0.0,1.0,0.050374
23206.1,692.3,0.9672,0.0,1.0,0.050202
23206.1,728.3,0.9672,0.0,1.0,0.050082
23206.1,764.3,0.9672,0.0,1.0,0.050006
23206.1,800.3,0.9672,0.0,1.0,0.049971
24656.5,80.3,0.9672,0.0,1.0,0.074502
24656.5,116.3,0.9672,0.0,1.0,0.070645
24656.5,152.3,0.9672,0.0,1.0,0.067448
24656.5,188.3,0.9672,0.0,1.0,0.064778
24656.5,224.3,0.9672,0.0,1.0,0.062534
24656.5,260.3,0.9672,0.0,1.0,0.060638
24656.5,296.3,0.9672,0.0,1.0,0.05903
24656.5,332.3,0.9672,0.0,1.0,0.057663
24656.5,368.3,0.9672,0.0,1.0,0.056498
24656.5,404.3,0.9672,0.0,1.0,0.055506
24656.5,440.3,0.9672,0.0,1.0,0.054662
24656.5,476.3,0.9672,0.0,1.0,0.053945
24656.5,512.3,0.9672,0.0,1.0,0.053339
24656.5,548.3,0.9672,0.0,1.0,0.05283
24656.5,584.3,0.9672,0.0,1.0,0.052406
24656.5,620.3,0.9672,0.0,1.0,0.052057
24656.5,656.3,0.9672,0.0,1.0,0.051776
24656.5,692.3,0.9672,0.0,1.0,0.051554
24656.5,728.3,0.9672,0.0,1.0,0.051385
24656.5,764.3,0.9672,0.0,1.0,0.051265
24656.5,800.3,0.9672,0.0,1.0,0.051187
